	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0036571					maker-SEQ_1937929-augustus-gene-0.4-mRNA-1								
OG0036572					maker-SEQ_1923512-augustus-gene-0.2-mRNA-1								
OG0036573					maker-SEQ_1972945-augustus-gene-0.2-mRNA-1								
OG0036574					augustus_masked-SEQ_1998791-processed-gene-0.1-mRNA-1								
OG0036575					genemark-SEQ_2000301-processed-gene-0.0-mRNA-1								
OG0036576					genemark-SEQ_1996126-processed-gene-0.0-mRNA-1								
OG0036577					genemark-SEQ_2002477-processed-gene-0.0-mRNA-1								
OG0036578					maker-SEQ_2014927-augustus-gene-0.3-mRNA-1								
OG0036579					genemark-SEQ_1991861-processed-gene-0.1-mRNA-1								
OG0036580					maker-SEQ_2032347-augustus-gene-0.2-mRNA-1								
OG0036581					maker-SEQ_2054623-augustus-gene-0.5-mRNA-1								
OG0036582					genemark-SEQ_2070757-processed-gene-0.0-mRNA-1								
OG0036583					genemark-SEQ_2037616-processed-gene-0.1-mRNA-1								
OG0036584					genemark-SEQ_2058418-processed-gene-0.0-mRNA-1								
OG0036585					genemark-SEQ_2028849-processed-gene-0.1-mRNA-1								
OG0036586					maker-SEQ_2061687-augustus-gene-0.4-mRNA-1								
OG0036587					genemark-SEQ_2061439-processed-gene-0.0-mRNA-1								
OG0036588					genemark-SEQ_2046267-processed-gene-0.1-mRNA-1								
OG0036589					maker-SEQ_2072168-augustus-gene-0.3-mRNA-1								
OG0036590					genemark-SEQ_2090820-processed-gene-0.0-mRNA-1								
OG0036591					maker-SEQ_2073405-augustus-gene-0.1-mRNA-1								
OG0036592					maker-SEQ_2074567-augustus-gene-0.2-mRNA-1								
OG0036593					maker-SEQ_2124037-augustus-gene-0.5-mRNA-1								
OG0036594					genemark-SEQ_2086118-processed-gene-0.1-mRNA-1								
OG0036595					maker-SEQ_2114467-augustus-gene-0.2-mRNA-1								
OG0036596					augustus_masked-SEQ_2097217-processed-gene-0.3-mRNA-1								
OG0036597					maker-SEQ_2127658-augustus-gene-0.2-mRNA-1								
OG0036598					maker-SEQ_2175599-augustus-gene-0.4-mRNA-1								
OG0036599					augustus_masked-SEQ_2142149-processed-gene-0.1-mRNA-1								
OG0036600					maker-SEQ_2177165-augustus-gene-0.2-mRNA-1								
OG0036601					genemark-SEQ_2131338-processed-gene-0.1-mRNA-1								
OG0036602					genemark-SEQ_2212992-processed-gene-0.0-mRNA-1								
OG0036603					augustus_masked-SEQ_2225661-processed-gene-0.2-mRNA-1								
OG0036604					genemark-SEQ_2193090-processed-gene-0.2-mRNA-1								
OG0036605					genemark-SEQ_2225612-processed-gene-0.2-mRNA-1								
OG0036606					genemark-SEQ_2184476-processed-gene-0.0-mRNA-1								
OG0036607					genemark-SEQ_2188887-processed-gene-0.0-mRNA-1								
OG0036608					maker-SEQ_2195720-augustus-gene-0.2-mRNA-1								
OG0036609					maker-SEQ_2236061-augustus-gene-0.1-mRNA-1								
OG0036610					genemark-SEQ_2284571-processed-gene-0.1-mRNA-1								
OG0036611					augustus_masked-SEQ_2242304-processed-gene-0.1-mRNA-1								
OG0036612					genemark-SEQ_2233860-processed-gene-0.2-mRNA-1								
OG0036613					genemark-SEQ_2280839-processed-gene-0.0-mRNA-1								
OG0036614					augustus_masked-SEQ_2246838-processed-gene-0.3-mRNA-1								
OG0036615					genemark-SEQ_2235594-processed-gene-0.0-mRNA-1								
OG0036616					maker-SEQ_2275566-augustus-gene-0.3-mRNA-1								
OG0036617					augustus_masked-SEQ_2295115-processed-gene-0.1-mRNA-1								
OG0036618					maker-SEQ_2319746-augustus-gene-0.6-mRNA-1								
OG0036619					genemark-SEQ_2324757-processed-gene-0.0-mRNA-1								
OG0036620					genemark-SEQ_2313729-processed-gene-0.0-mRNA-1								
OG0036621					augustus_masked-SEQ_2308719-processed-gene-0.1-mRNA-1								
OG0036622					genemark-SEQ_2345461-processed-gene-0.0-mRNA-1								
OG0036623					genemark-SEQ_2382158-processed-gene-0.0-mRNA-1								
OG0036624					maker-SEQ_2346529-augustus-gene-0.7-mRNA-1								
OG0036625					augustus_masked-SEQ_2375788-processed-gene-0.1-mRNA-1								
OG0036626					maker-SEQ_2386468-augustus-gene-0.3-mRNA-1								
OG0036627					genemark-SEQ_2353032-processed-gene-0.1-mRNA-1								
OG0036628					genemark-SEQ_2383681-processed-gene-0.0-mRNA-1								
OG0036629					genemark-SEQ_2426579-processed-gene-0.0-mRNA-1								
OG0036630					maker-SEQ_2437235-augustus-gene-0.2-mRNA-1								
OG0036631					genemark-SEQ_2419997-processed-gene-0.1-mRNA-1								
OG0036632					genemark-SEQ_2449543-processed-gene-0.0-mRNA-1								
OG0036633					genemark-SEQ_2470536-processed-gene-0.1-mRNA-1								
OG0036634					augustus_masked-SEQ_2484534-processed-gene-0.1-mRNA-1								
OG0036635					genemark-SEQ_2460139-processed-gene-0.0-mRNA-1								
OG0036636					genemark-SEQ_2478941-processed-gene-0.1-mRNA-1								
OG0036637					augustus_masked-SEQ_2490617-processed-gene-0.1-mRNA-1								
OG0036638					augustus_masked-SEQ_2459709-processed-gene-0.1-mRNA-1								
OG0036639					genemark-SEQ_2448706-processed-gene-0.0-mRNA-1								
OG0036640					genemark-SEQ_2445422-processed-gene-0.0-mRNA-1								
OG0036641					maker-SEQ_2502169-augustus-gene-0.2-mRNA-1								
OG0036642					augustus_masked-SEQ_2500410-processed-gene-0.1-mRNA-1								
OG0036643					maker-SEQ_2502450-augustus-gene-0.2-mRNA-1								
OG0036644					genemark-SEQ_2501838-processed-gene-0.0-mRNA-1								
OG0036645					maker-SEQ_2502498-augustus-gene-0.3-mRNA-1								
OG0036646					maker-SEQ_2502910-augustus-gene-0.5-mRNA-1								
OG0036647					genemark-SEQ_2505261-processed-gene-0.0-mRNA-1								
OG0036648					genemark-SEQ_2505177-processed-gene-0.0-mRNA-1								
OG0036649					genemark-SEQ_2505245-processed-gene-0.0-mRNA-1								
OG0036650					genemark-SEQ_2505144-processed-gene-0.1-mRNA-1								
OG0036651					genemark-SEQ_2503227-processed-gene-0.0-mRNA-1								
OG0036652					augustus_masked-SEQ_2503833-processed-gene-0.0-mRNA-1								
OG0036653					maker-SEQ_2505392-augustus-gene-0.2-mRNA-1								
OG0036654					genemark-SEQ_2503732-processed-gene-0.0-mRNA-1								
OG0036655					maker-SEQ_2504930-augustus-gene-0.2-mRNA-1								
OG0036656					genemark-SEQ_2508029-processed-gene-0.1-mRNA-1								
OG0036657					genemark-SEQ_2508514-processed-gene-0.0-mRNA-1								
OG0036658					maker-SEQ_2507844-augustus-gene-0.3-mRNA-1								
OG0036659					genemark-SEQ_2506331-processed-gene-0.1-mRNA-1								
OG0036660					maker-SEQ_2509011-augustus-gene-0.4-mRNA-1								
OG0036661					genemark-SEQ_2508379-processed-gene-0.0-mRNA-1								
OG0036662					maker-SEQ_2507374-augustus-gene-0.2-mRNA-1								
OG0036663					genemark-SEQ_2508500-processed-gene-0.0-mRNA-1								
OG0036664					maker-SEQ_2506363-augustus-gene-0.2-mRNA-1								
OG0036665					genemark-SEQ_2511156-processed-gene-0.0-mRNA-1								
OG0036666					maker-SEQ_2510532-augustus-gene-0.2-mRNA-1								
OG0036667					genemark-SEQ_2510799-processed-gene-0.0-mRNA-1								
OG0036668					maker-SEQ_2511917-augustus-gene-0.5-mRNA-1								
OG0036669					augustus_masked-SEQ_2510198-processed-gene-0.1-mRNA-1								
OG0036670					genemark-SEQ_2509718-processed-gene-0.0-mRNA-1								
OG0036671					genemark-SEQ_2512197-processed-gene-0.0-mRNA-1								
OG0036672					maker-SEQ_2511339-augustus-gene-0.2-mRNA-1								
OG0036673					genemark-SEQ_2511536-processed-gene-0.0-mRNA-1								
OG0036674					genemark-SEQ_2511526-processed-gene-0.0-mRNA-1								
OG0036675					maker-SEQ_2514306-augustus-gene-0.2-mRNA-1								
OG0036676					augustus_masked-SEQ_2513594-processed-gene-0.1-mRNA-1								
OG0036677					maker-SEQ_2515333-augustus-gene-0.2-mRNA-1								
OG0036678					genemark-SEQ_2515534-processed-gene-0.0-mRNA-1								
OG0036679					augustus_masked-SEQ_2515618-processed-gene-0.2-mRNA-1								
OG0036680					maker-SEQ_2514579-augustus-gene-0.2-mRNA-1								
OG0036681					maker-SEQ_2515540-augustus-gene-0.2-mRNA-1								
OG0036682					augustus_masked-SEQ_2516330-processed-gene-0.2-mRNA-1								
OG0036683					genemark-SEQ_2516227-processed-gene-0.0-mRNA-1								
OG0036684					maker-SEQ_2518195-augustus-gene-0.3-mRNA-1								
OG0036685					maker-SEQ_2517149-augustus-gene-0.2-mRNA-1								
OG0036686					augustus_masked-SEQ_2518352-processed-gene-0.1-mRNA-1								
OG0036687					maker-SEQ_2515963-augustus-gene-0.2-mRNA-1								
OG0036688					maker-SEQ_2518462-augustus-gene-0.2-mRNA-1								
OG0036689					genemark-SEQ_2521638-processed-gene-0.0-mRNA-1								
OG0036690					maker-SEQ_2519399-augustus-gene-0.3-mRNA-1								
OG0036691					maker-SEQ_2519032-augustus-gene-0.2-mRNA-1								
OG0036692					maker-SEQ_2520450-augustus-gene-0.3-mRNA-1								
OG0036693					augustus_masked-SEQ_2520107-processed-gene-0.2-mRNA-1								
OG0036694					genemark-SEQ_2519059-processed-gene-0.0-mRNA-1								
OG0036695					genemark-SEQ_2524129-processed-gene-0.0-mRNA-1								
OG0036696					genemark-SEQ_2524113-processed-gene-0.0-mRNA-1								
OG0036697					genemark-SEQ_2522059-processed-gene-0.0-mRNA-1								
OG0036698					augustus_masked-SEQ_2524769-processed-gene-0.1-mRNA-1								
OG0036699					maker-SEQ_2523530-augustus-gene-0.2-mRNA-1								
OG0036700					genemark-SEQ_2522022-processed-gene-0.0-mRNA-1								
OG0036701					genemark-SEQ_2523847-processed-gene-0.0-mRNA-1								
OG0036702					maker-SEQ_2523685-augustus-gene-0.2-mRNA-1								
OG0036703					maker-SEQ_2527526-augustus-gene-0.2-mRNA-1								
OG0036704					maker-SEQ_2525932-augustus-gene-0.2-mRNA-1								
OG0036705					augustus_masked-SEQ_2526337-processed-gene-0.1-mRNA-1								
OG0036706					augustus_masked-SEQ_2524997-processed-gene-0.1-mRNA-1								
OG0036707					augustus_masked-SEQ_2525875-processed-gene-0.2-mRNA-1								
OG0036708					maker-SEQ_2525457-augustus-gene-0.6-mRNA-1								
OG0036709					genemark-SEQ_2530370-processed-gene-0.0-mRNA-1								
OG0036710					augustus_masked-SEQ_2531367-processed-gene-0.3-mRNA-1								
OG0036711					maker-SEQ_2529619-augustus-gene-0.2-mRNA-1								
OG0036712					genemark-SEQ_2530422-processed-gene-0.0-mRNA-1								
OG0036713					augustus_masked-SEQ_2530339-processed-gene-0.1-mRNA-1								
OG0036714					maker-SEQ_2529998-augustus-gene-0.2-mRNA-1								
OG0036715					genemark-SEQ_2531213-processed-gene-0.0-mRNA-1								
OG0036716					maker-SEQ_2528595-augustus-gene-0.3-mRNA-1								
OG0036717					maker-SEQ_2528712-augustus-gene-0.3-mRNA-1								
OG0036718					augustus_masked-SEQ_2529503-processed-gene-0.1-mRNA-1								
OG0036719					genemark-SEQ_2530262-processed-gene-0.0-mRNA-1								
OG0036720					genemark-SEQ_2532402-processed-gene-0.1-mRNA-1								
OG0036721					augustus_masked-SEQ_2534571-processed-gene-0.3-mRNA-1								
OG0036722					maker-SEQ_2533707-augustus-gene-0.2-mRNA-1								
OG0036723					genemark-SEQ_2535550-processed-gene-0.0-mRNA-1								
OG0036724					genemark-SEQ_2535788-processed-gene-0.0-mRNA-1								
OG0036725					augustus_masked-SEQ_2537557-processed-gene-0.1-mRNA-1								
OG0036726					maker-SEQ_2536481-augustus-gene-0.2-mRNA-1								
OG0036727					genemark-SEQ_2537057-processed-gene-0.0-mRNA-1								
OG0036728					maker-SEQ_2535814-augustus-gene-0.2-mRNA-1								
OG0036729					maker-SEQ_2534869-augustus-gene-0.2-mRNA-1								
OG0036730					genemark-SEQ_2537101-processed-gene-0.0-mRNA-1								
OG0036731					augustus_masked-SEQ_2540940-processed-gene-0.2-mRNA-1								
OG0036732					genemark-SEQ_2538710-processed-gene-0.1-mRNA-1								
OG0036733					genemark-SEQ_2539728-processed-gene-0.0-mRNA-1								
OG0036734					genemark-SEQ_2540118-processed-gene-0.0-mRNA-1								
OG0036735					augustus_masked-SEQ_2539023-processed-gene-0.1-mRNA-1								
OG0036736					genemark-SEQ_2539549-processed-gene-0.0-mRNA-1								
OG0036737					genemark-SEQ_2540671-processed-gene-0.0-mRNA-1								
OG0036738					genemark-SEQ_2538976-processed-gene-0.0-mRNA-1								
OG0036739					augustus_masked-SEQ_2540945-processed-gene-0.1-mRNA-1								
OG0036740					maker-SEQ_2542053-augustus-gene-0.2-mRNA-1								
OG0036741					genemark-SEQ_2543032-processed-gene-0.0-mRNA-1								
OG0036742					maker-SEQ_2542821-augustus-gene-0.6-mRNA-1								
OG0036743					maker-SEQ_2543154-augustus-gene-0.2-mRNA-1								
OG0036744					genemark-SEQ_2541184-processed-gene-0.2-mRNA-1								
OG0036745					maker-SEQ_2542460-augustus-gene-0.0-mRNA-1								
OG0036746					maker-SEQ_2541351-augustus-gene-0.2-mRNA-1								
OG0036747					genemark-SEQ_2543003-processed-gene-0.0-mRNA-1								
OG0036748					augustus_masked-SEQ_2542667-processed-gene-0.1-mRNA-1								
OG0036749					genemark-SEQ_2543824-processed-gene-0.0-mRNA-1								
OG0036750					maker-SEQ_2541240-augustus-gene-0.3-mRNA-1								
OG0036751					augustus_masked-SEQ_2543928-processed-gene-0.3-mRNA-1								
OG0036752					genemark-SEQ_2543025-processed-gene-0.0-mRNA-1								
OG0036753					maker-SEQ_2542939-augustus-gene-0.2-mRNA-1								
OG0036754					maker-SEQ_2546871-augustus-gene-0.2-mRNA-1								
OG0036755					genemark-SEQ_2544227-processed-gene-0.0-mRNA-1								
OG0036756					genemark-SEQ_2545177-processed-gene-0.0-mRNA-1								
OG0036757					maker-SEQ_2546105-augustus-gene-0.4-mRNA-1								
OG0036758					genemark-SEQ_2544642-processed-gene-0.0-mRNA-1								
OG0036759					maker-SEQ_2544528-augustus-gene-0.2-mRNA-1								
OG0036760					maker-SEQ_2545201-augustus-gene-0.2-mRNA-1								
OG0036761					augustus_masked-SEQ_2546360-processed-gene-0.2-mRNA-1								
OG0036762					maker-SEQ_2544451-augustus-gene-0.2-mRNA-1								
OG0036763					genemark-SEQ_2548480-processed-gene-0.0-mRNA-1								
OG0036764					maker-SEQ_2548957-augustus-gene-0.3-mRNA-1								
OG0036765					genemark-SEQ_2549250-processed-gene-0.2-mRNA-1								
OG0036766					maker-SEQ_2548211-augustus-gene-0.6-mRNA-1								
OG0036767					genemark-SEQ_2548453-processed-gene-0.0-mRNA-1								
OG0036768					genemark-SEQ_2549263-processed-gene-0.0-mRNA-1								
OG0036769					maker-SEQ_2549021-augustus-gene-0.5-mRNA-1								
OG0036770					genemark-SEQ_2548553-processed-gene-0.3-mRNA-1								
OG0036771					genemark-SEQ_2550193-processed-gene-0.0-mRNA-1								
OG0036772					genemark-SEQ_2549852-processed-gene-0.0-mRNA-1								
OG0036773					augustus_masked-SEQ_2549855-processed-gene-0.1-mRNA-1								
OG0036774					genemark-SEQ_2550376-processed-gene-0.1-mRNA-1								
OG0036775					genemark-SEQ_2550305-processed-gene-0.0-mRNA-1								
OG0036776					maker-SEQ_2549432-augustus-gene-0.2-mRNA-1								
OG0036777					augustus_masked-SEQ_2549408-processed-gene-0.1-mRNA-1								
OG0036778					genemark-SEQ_2549541-processed-gene-0.1-mRNA-1								
OG0036779					genemark-SEQ_2549642-processed-gene-0.2-mRNA-1								
OG0036780					genemark-SEQ_2551398-processed-gene-0.1-mRNA-1								
OG0036781					augustus_masked-SEQ_2551157-processed-gene-0.1-mRNA-1								
OG0036782					maker-SEQ_2550782-augustus-gene-0.2-mRNA-1								
OG0036783					genemark-SEQ_2550910-processed-gene-0.0-mRNA-1								
OG0036784					genemark-SEQ_2551453-processed-gene-0.2-mRNA-1								
OG0036785					augustus_masked-SEQ_2551540-processed-gene-0.1-mRNA-1								
OG0036786					augustus_masked-SEQ_2551430-processed-gene-0.1-mRNA-1								
OG0036787					augustus_masked-SEQ_2551639-processed-gene-0.5-mRNA-1								
OG0036788					augustus_masked-SEQ_2552908-processed-gene-0.3-mRNA-1								
OG0036789					maker-SEQ_2552168-augustus-gene-0.4-mRNA-1								
OG0036790					genemark-SEQ_2552560-processed-gene-0.1-mRNA-1								
OG0036791					genemark-SEQ_2552470-processed-gene-0.2-mRNA-1								
OG0036792					genemark-SEQ_2552999-processed-gene-0.1-mRNA-1								
OG0036793					augustus_masked-SEQ_2552479-processed-gene-0.2-mRNA-1								
OG0036794					genemark-SEQ_2552598-processed-gene-0.2-mRNA-1								
OG0036795					genemark-SEQ_2552969-processed-gene-0.0-mRNA-1								
OG0036796					maker-SEQ_2552584-augustus-gene-0.3-mRNA-1								
OG0036797					maker-SEQ_2552811-augustus-gene-0.4-mRNA-1								
OG0036798					genemark-SEQ_2551954-processed-gene-0.0-mRNA-1								
OG0036799					maker-SEQ_2554303-augustus-gene-0.2-mRNA-1								
OG0036800					genemark-SEQ_2554299-processed-gene-0.0-mRNA-1								
OG0036801					augustus_masked-SEQ_2555055-processed-gene-0.3-mRNA-1								
OG0036802					genemark-SEQ_2555565-processed-gene-0.3-mRNA-1								
OG0036803					genemark-SEQ_2554860-processed-gene-0.0-mRNA-1								
OG0036804					augustus_masked-SEQ_2556075-processed-gene-0.4-mRNA-1								
OG0036805					genemark-SEQ_2556669-processed-gene-0.0-mRNA-1								
OG0036806					genemark-SEQ_2556640-processed-gene-0.0-mRNA-1								
OG0036807					maker-SEQ_2555763-augustus-gene-0.4-mRNA-1								
OG0036808					genemark-SEQ_2556469-processed-gene-0.0-mRNA-1								
OG0036809					genemark-SEQ_2556191-processed-gene-0.1-mRNA-1								
OG0036810					genemark-SEQ_2555707-processed-gene-0.1-mRNA-1								
OG0036811					genemark-SEQ_2557052-processed-gene-0.1-mRNA-1								
OG0036812					genemark-SEQ_2556963-processed-gene-0.0-mRNA-1								
OG0036813					genemark-SEQ_2558034-processed-gene-0.0-mRNA-1								
OG0036814					genemark-SEQ_2557681-processed-gene-0.0-mRNA-1								
OG0036815					maker-SEQ_2557872-augustus-gene-0.3-mRNA-1								
OG0036816					genemark-SEQ_2558560-processed-gene-0.4-mRNA-1								
OG0036817					augustus_masked-SEQ_2558621-processed-gene-0.3-mRNA-1								
OG0036818					genemark-SEQ_2558356-processed-gene-0.0-mRNA-1								
OG0036819					genemark-SEQ_2558933-processed-gene-0.3-mRNA-1								
OG0036820					genemark-SEQ_2558550-processed-gene-0.0-mRNA-1								
OG0036821					genemark-SEQ_2559528-processed-gene-0.0-mRNA-1								
OG0036822					genemark-SEQ_2559669-processed-gene-0.0-mRNA-1								
OG0036823					maker-SEQ_2560439-augustus-gene-0.4-mRNA-1								
OG0036824					genemark-SEQ_2560742-processed-gene-0.0-mRNA-1								
OG0036825					genemark-SEQ_2561160-processed-gene-0.0-mRNA-1								
OG0036826					augustus_masked-SEQ_2561402-processed-gene-0.0-mRNA-1								
OG0036827					augustus_masked-SEQ_2561634-processed-gene-0.5-mRNA-1								
OG0036828					maker-SEQ_2561586-augustus-gene-0.2-mRNA-1								
OG0036829					genemark-SEQ_2561058-processed-gene-0.1-mRNA-1								
OG0036830					genemark-SEQ_2561058-processed-gene-0.3-mRNA-1								
OG0036831					maker-SEQ_2561325-augustus-gene-0.2-mRNA-1								
OG0036832					genemark-SEQ_2562095-processed-gene-0.1-mRNA-1								
OG0036833					genemark-SEQ_2562944-processed-gene-0.1-mRNA-1								
OG0036834					maker-SEQ_2562715-augustus-gene-0.2-mRNA-1								
OG0036835					augustus_masked-SEQ_2562941-processed-gene-0.2-mRNA-1								
OG0036836					genemark-SEQ_2562955-processed-gene-0.1-mRNA-1								
OG0036837					genemark-SEQ_2562521-processed-gene-0.1-mRNA-1								
OG0036838					maker-SEQ_2562150-augustus-gene-0.2-mRNA-1								
OG0036839					genemark-SEQ_2563578-processed-gene-0.1-mRNA-1								
OG0036840					genemark-SEQ_2563639-processed-gene-0.1-mRNA-1								
OG0036841					maker-SEQ_2563359-augustus-gene-0.1-mRNA-1								
OG0036842					genemark-SEQ_2563761-processed-gene-0.0-mRNA-1								
OG0036843					genemark-SEQ_2563979-processed-gene-0.0-mRNA-1								
OG0036844					genemark-SEQ_2564656-processed-gene-0.1-mRNA-1								
OG0036845					maker-SEQ_2565120-augustus-gene-0.4-mRNA-1								
OG0036846					maker-SEQ_2564792-augustus-gene-0.2-mRNA-1								
OG0036847					maker-SEQ_2565204-augustus-gene-0.10-mRNA-1								
OG0036848					augustus_masked-SEQ_2565402-processed-gene-0.2-mRNA-1								
OG0036849					maker-SEQ_2565908-augustus-gene-0.2-mRNA-1								
OG0036850					augustus_masked-SEQ_2566543-processed-gene-0.1-mRNA-1								
OG0036851					augustus_masked-SEQ_2566164-processed-gene-0.1-mRNA-1								
OG0036852					maker-SEQ_2565691-augustus-gene-0.11-mRNA-1								
OG0036853					genemark-SEQ_2565751-processed-gene-0.0-mRNA-1								
OG0036854					maker-SEQ_2567111-augustus-gene-0.3-mRNA-1								
OG0036855					augustus_masked-SEQ_2567796-processed-gene-0.3-mRNA-1								
OG0036856					genemark-SEQ_2567075-processed-gene-0.0-mRNA-1								
OG0036857					maker-SEQ_2567058-augustus-gene-0.3-mRNA-1								
OG0036858					genemark-SEQ_2568149-processed-gene-0.2-mRNA-1								
OG0036859					maker-SEQ_2568094-augustus-gene-0.2-mRNA-1								
OG0036860					genemark-SEQ_2567383-processed-gene-0.0-mRNA-1								
OG0036861					maker-SEQ_2567634-augustus-gene-0.4-mRNA-1								
OG0036862					maker-SEQ_2567561-augustus-gene-0.4-mRNA-1								
OG0036863					genemark-SEQ_2568101-processed-gene-0.0-mRNA-1								
OG0036864					genemark-SEQ_2568907-processed-gene-0.0-mRNA-1								
OG0036865					maker-SEQ_2569112-augustus-gene-0.3-mRNA-1								
OG0036866					genemark-SEQ_2568597-processed-gene-0.1-mRNA-1								
OG0036867					maker-SEQ_2568684-augustus-gene-0.1-mRNA-1								
OG0036868					augustus_masked-SEQ_2570411-processed-gene-0.5-mRNA-1								
OG0036869					genemark-SEQ_2570551-processed-gene-0.0-mRNA-1								
OG0036870					genemark-SEQ_2570560-processed-gene-0.2-mRNA-1								
OG0036871					augustus_masked-SEQ_2570067-processed-gene-0.1-mRNA-1								
OG0036872					genemark-SEQ_2570269-processed-gene-0.0-mRNA-1								
OG0036873					maker-SEQ_2571177-augustus-gene-0.2-mRNA-1								
OG0036874					maker-SEQ_2570892-augustus-gene-0.4-mRNA-1								
OG0036875					maker-SEQ_2571879-augustus-gene-0.2-mRNA-1								
OG0036876					genemark-SEQ_2571633-processed-gene-0.0-mRNA-1								
OG0036877					genemark-SEQ_2571000-processed-gene-0.0-mRNA-1								
OG0036878					genemark-SEQ_2571095-processed-gene-0.0-mRNA-1								
OG0036879					genemark-SEQ_2571191-processed-gene-0.0-mRNA-1								
OG0036880					maker-SEQ_2571893-augustus-gene-0.2-mRNA-1								
OG0036881					maker-SEQ_2571767-augustus-gene-0.4-mRNA-1								
OG0036882					maker-SEQ_2572296-augustus-gene-0.2-mRNA-1								
OG0036883					maker-SEQ_2572032-augustus-gene-0.3-mRNA-1								
OG0036884					genemark-SEQ_2573128-processed-gene-0.0-mRNA-1								
OG0036885					maker-SEQ_2572094-augustus-gene-0.1-mRNA-1								
OG0036886					genemark-SEQ_2572772-processed-gene-0.2-mRNA-1								
OG0036887					genemark-SEQ_2574329-processed-gene-0.1-mRNA-1								
OG0036888					genemark-SEQ_2573312-processed-gene-0.1-mRNA-1								
OG0036889					genemark-SEQ_2574106-processed-gene-0.0-mRNA-1								
OG0036890					genemark-SEQ_2574033-processed-gene-0.1-mRNA-1								
OG0036891					genemark-SEQ_2573814-processed-gene-0.0-mRNA-1								
OG0036892					maker-SEQ_2574131-augustus-gene-0.5-mRNA-1								
OG0036893					augustus_masked-SEQ_2573227-processed-gene-0.5-mRNA-1								
OG0036894					augustus_masked-SEQ_2575316-processed-gene-0.2-mRNA-1								
OG0036895					augustus_masked-SEQ_2574860-processed-gene-0.1-mRNA-1								
OG0036896					genemark-SEQ_2575197-processed-gene-0.0-mRNA-1								
OG0036897					augustus_masked-SEQ_2575039-processed-gene-0.3-mRNA-1								
OG0036898					augustus_masked-SEQ_2576297-processed-gene-0.1-mRNA-1								
OG0036899					augustus_masked-SEQ_2576350-processed-gene-0.0-mRNA-1								
OG0036900					genemark-SEQ_2575976-processed-gene-0.1-mRNA-1								
OG0036901					augustus_masked-SEQ_2576947-processed-gene-0.2-mRNA-1								
OG0036902					genemark-SEQ_2575860-processed-gene-0.0-mRNA-1								
OG0036903					maker-SEQ_2577181-augustus-gene-0.3-mRNA-1								
OG0036904					genemark-SEQ_2577058-processed-gene-0.0-mRNA-1								
OG0036905					maker-SEQ_2577497-augustus-gene-0.4-mRNA-1								
OG0036906					genemark-SEQ_2577684-processed-gene-0.0-mRNA-1								
OG0036907					augustus_masked-SEQ_2577622-processed-gene-0.2-mRNA-1								
OG0036908					augustus_masked-SEQ_2577258-processed-gene-0.3-mRNA-1								
OG0036909					genemark-SEQ_2577138-processed-gene-0.1-mRNA-1								
OG0036910					genemark-SEQ_2577862-processed-gene-0.0-mRNA-1								
OG0036911					augustus_masked-SEQ_2578360-processed-gene-0.2-mRNA-1								
OG0036912					genemark-SEQ_2579461-processed-gene-0.0-mRNA-1								
OG0036913					genemark-SEQ_2579075-processed-gene-0.1-mRNA-1								
OG0036914					maker-SEQ_2579415-augustus-gene-0.2-mRNA-1								
OG0036915					genemark-SEQ_2579700-processed-gene-0.0-mRNA-1								
OG0036916					maker-SEQ_2579713-augustus-gene-0.4-mRNA-1								
OG0036917					genemark-SEQ_2580225-processed-gene-0.0-mRNA-1								
OG0036918					maker-SEQ_2579831-augustus-gene-0.0-mRNA-1								
OG0036919					genemark-SEQ_2581585-processed-gene-0.2-mRNA-1								
OG0036920					genemark-SEQ_2580965-processed-gene-0.0-mRNA-1								
OG0036921					genemark-SEQ_2581207-processed-gene-0.0-mRNA-1								
OG0036922					maker-SEQ_2581121-augustus-gene-0.3-mRNA-1								
OG0036923					genemark-SEQ_2581002-processed-gene-0.2-mRNA-1								
OG0036924					maker-SEQ_2581487-augustus-gene-0.7-mRNA-1								
OG0036925					genemark-SEQ_2583152-processed-gene-0.1-mRNA-1								
OG0036926					genemark-SEQ_2582074-processed-gene-0.0-mRNA-1								
OG0036927					maker-SEQ_2582331-augustus-gene-0.3-mRNA-1								
OG0036928					augustus_masked-SEQ_2582353-processed-gene-0.3-mRNA-1								
OG0036929					genemark-SEQ_2582993-processed-gene-0.0-mRNA-1								
OG0036930					maker-SEQ_2584370-augustus-gene-0.2-mRNA-1								
OG0036931					genemark-SEQ_2583432-processed-gene-0.0-mRNA-1								
OG0036932					genemark-SEQ_2584442-processed-gene-0.0-mRNA-1								
OG0036933					genemark-SEQ_2583907-processed-gene-0.0-mRNA-1								
OG0036934					augustus_masked-SEQ_2584067-processed-gene-0.1-mRNA-1								
OG0036935					augustus_masked-SEQ_2583612-processed-gene-0.1-mRNA-1								
OG0036936					genemark-SEQ_2583805-processed-gene-0.2-mRNA-1								
OG0036937					genemark-SEQ_2583755-processed-gene-0.2-mRNA-1								
OG0036938					augustus_masked-SEQ_2584445-processed-gene-0.3-mRNA-1								
OG0036939					augustus_masked-SEQ_2585165-processed-gene-0.2-mRNA-1								
OG0036940					maker-SEQ_2585642-augustus-gene-0.4-mRNA-1								
