# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /usr/local/igbb/busco_v2/BUSCO.py -i /scratch/thrash/shane.gossypiumD//analysis/assemble/D10-7/D10-7.k115.filtered.fa -o D10-7.k115 -l /scratch/thrash/shane.gossypiumD//analysis/annotation/busco/db/embryophyta_odb9/ -m genome -c 20 --long -t tmp_D10-7.k115 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360CVM	Complete	SEQ_621093	16343	19847	622.4	410
EOG09360CW3	Complete	SEQ_590319	3346	5726	547.9	329
EOG09360CWE	Complete	SEQ_581346	18474	31103	769.7	476
EOG09360CX9	Complete	SEQ_593545	1	2641	664.1	370
EOG09360CXD	Complete	SEQ_606584	29191	31970	447.3	304
EOG09360CXH	Complete	SEQ_616385	1645	4331	577.3	589
EOG09360CXL	Complete	SEQ_604856	1	2461	586.6	300
EOG09360CYM	Complete	SEQ_607185	3414	8811	807.4	396
EOG09360CYS	Complete	SEQ_606443	10704	14537	660.6	311
EOG09360D01	Complete	SEQ_607986	35980	42289	552.6	321
EOG09360D08	Duplicated	SEQ_618204	7796	16162	392.0	286
EOG09360D08	Duplicated	SEQ_619753	22864	25980	400.0	305
EOG09360D08	Duplicated	SEQ_619753	26694	31130	367.6	301
EOG09360D0R	Complete	SEQ_611927	8586	34001	741.5	421
EOG09360D2F	Complete	SEQ_619996	53280	56252	500.1	279
EOG09360D2X	Complete	SEQ_620395	22839	33583	370.5	304
EOG09360D36	Complete	SEQ_620432	12834	16581	611.0	296
EOG09360D3T	Complete	SEQ_617278	11824	15131	797.9	491
EOG09360D41	Complete	SEQ_616581	266855	270983	397.3	324
EOG09360D4T	Complete	SEQ_612273	24422	26841	564.9	295
EOG09360D4X	Complete	SEQ_583053	14774	19515	663.9	337
EOG09360D63	Complete	SEQ_597542	3946	5568	531.9	346
EOG09360D64	Complete	SEQ_619318	4576	6196	564.0	374
EOG09360D6G	Duplicated	SEQ_604461	21916	26599	778.6	384
EOG09360D6G	Duplicated	SEQ_607038	28104	33482	780.1	389
EOG09360D6K	Complete	SEQ_615288	30705	34903	534.0	338
EOG09360D7I	Missing
EOG09360D7K	Complete	SEQ_612195	26925	35222	591.9	349
EOG09360D8B	Complete	SEQ_620670	22589	25242	624.2	295
EOG09360D8C	Duplicated	SEQ_592635	2036	5443	341.8	320
EOG09360D8C	Duplicated	SEQ_615943	65243	68248	343.8	321
EOG09360D8C	Duplicated	SEQ_617256	38198	40752	360.1	342
EOG09360D9L	Complete	SEQ_606114	4046	9875	366.9	322
EOG09360D9T	Complete	SEQ_595943	16092	21140	617.8	320
EOG09360DBC	Complete	SEQ_622782	15573	18999	475.0	273
EOG09360DBO	Complete	SEQ_606919	6597	11501	609.8	342
EOG09360DBZ	Duplicated	SEQ_607853	8546	10581	505.1	318
EOG09360DBZ	Duplicated	SEQ_618085	81533	83881	531.7	318
EOG09360DCC	Complete	SEQ_622020	50282	54771	572.2	293
EOG09360DCI	Complete	SEQ_608773	6696	9852	575.0	294
EOG09360DCR	Complete	SEQ_598363	6257	8251	580.8	367
EOG09360DD0	Complete	SEQ_615981	57030	59959	481.3	312
EOG09360DDG	Complete	SEQ_607357	8239	20661	516.9	287
EOG09360DE6	Complete	SEQ_605545	2546	4384	644.7	321
EOG09360DFB	Complete	SEQ_607419	60898	64593	589.2	320
EOG09360DFK	Complete	SEQ_606707	2076	17613	672.9	383
EOG09360DFS	Complete	SEQ_613486	2333	8501	706.2	318
EOG09360DFZ	Complete	SEQ_582546	38461	41555	637.0	318
EOG09360DG2	Complete	SEQ_580687	25565	28323	596.9	333
EOG09360DH0	Complete	SEQ_621246	1203	4801	833.8	390
EOG09360DHF	Fragmented	SEQ_620336	1	2006	363.5	210
EOG09360DI3	Complete	SEQ_586256	11996	26978	533.0	315
EOG09360DI6	Complete	SEQ_611587	11896	14121	851.5	454
EOG09360DII	Complete	SEQ_615585	25991	28438	391.9	416
EOG09360DJL	Complete	SEQ_605671	9143	12241	521.4	298
EOG09360DJM	Complete	SEQ_607986	5866	11421	632.6	312
EOG09360DJS	Complete	SEQ_622840	44736	46381	430.4	298
EOG09360DKG	Duplicated	SEQ_607883	124164	129640	542.6	323
EOG09360DKG	Duplicated	SEQ_616038	6566	12325	474.0	321
EOG09360DKW	Complete	SEQ_617806	64136	65769	637.1	343
EOG09360DLF	Complete	SEQ_617957	20834	24498	530.0	316
EOG09360DLX	Complete	SEQ_614822	12901	24634	507.8	371
EOG09360DM6	Duplicated	SEQ_590535	5174	7741	603.8	323
EOG09360DM6	Duplicated	SEQ_621456	419	3261	666.5	323
EOG09360DMR	Complete	SEQ_581173	6548	10331	465.7	276
EOG09360DNG	Duplicated	SEQ_581151	58137	59926	336.4	292
EOG09360DNG	Duplicated	SEQ_620258	57711	67226	322.8	290
EOG09360DNG	Duplicated	SEQ_621853	136	4980	357.4	286
EOG09360DP5	Complete	SEQ_610553	1	2798	507.6	358
EOG09360DQD	Complete	SEQ_607439	67643	71361	656.1	360
EOG09360DQK	Complete	SEQ_622012	14026	18107	624.9	330
EOG09360DR9	Complete	SEQ_578985	9289	17921	539.0	313
EOG09360DRR	Complete	SEQ_610258	41641	44725	512.7	287
EOG09360DTF	Complete	SEQ_619599	1	6101	660.6	450
EOG09360DUR	Complete	SEQ_607707	25136	28249	508.2	297
EOG09360DV4	Complete	SEQ_579602	5220	10601	561.3	319
EOG09360DV6	Complete	SEQ_619863	23786	30003	453.4	288
EOG09360DV8	Complete	SEQ_617106	8311	10821	603.5	372
EOG09360DV9	Complete	SEQ_616309	25640	28977	311.0	380
EOG09360DVA	Complete	SEQ_619171	91902	95891	468.1	280
EOG09360DVB	Complete	SEQ_614280	33602	37513	604.9	350
EOG09360DVY	Complete	SEQ_594174	15319	19129	591.4	292
EOG09360DW4	Complete	SEQ_622914	132927	137296	646.0	379
EOG09360DWB	Complete	SEQ_607113	18459	25640	580.7	308
EOG09360DWT	Complete	SEQ_616581	113247	119824	680.6	343
EOG09360DX3	Complete	SEQ_611950	3566	9147	699.8	329
EOG09360DZZ	Complete	SEQ_588786	48150	53951	675.5	308
EOG09360E00	Complete	SEQ_613975	35768	42500	492.4	269
EOG09360E12	Complete	SEQ_622440	23595	25871	298.4	246
EOG09360E3A	Complete	SEQ_609200	4749	20571	282.9	222
EOG09360E4D	Complete	SEQ_581057	922	4651	497.3	279
EOG09360E5A	Complete	SEQ_610409	28106	30546	455.8	280
EOG09360E7L	Complete	SEQ_583424	61533	64651	524.8	270
EOG09360E9S	Complete	SEQ_617638	16873	19845	228.3	152
EOG09360EB9	Complete	SEQ_622687	36145	39593	370.8	285
EOG09360EBH	Complete	SEQ_593214	33410	37186	541.5	285
EOG09360EE5	Complete	SEQ_620348	16067	20478	565.8	300
EOG09360EEW	Complete	SEQ_622580	1517	4761	710.7	331
EOG09360EFD	Complete	SEQ_583420	17551	21817	577.9	294
EOG09360EFH	Complete	SEQ_622411	71615	75875	563.1	309
EOG09360EG7	Complete	SEQ_606278	23010	26774	398.9	269
EOG09360EIH	Complete	SEQ_606082	8656	12871	517.3	278
EOG09360EKU	Complete	SEQ_615844	81985	85343	444.2	292
EOG09360EL1	Complete	SEQ_621123	17619	23832	561.3	304
EOG09360ELM	Complete	SEQ_615285	3157	6221	489.5	276
EOG09360EM9	Complete	SEQ_600472	17525	19460	535.7	285
EOG09360EMI	Complete	SEQ_617236	14133	17178	705.6	309
EOG09360EMJ	Complete	SEQ_586659	34909	38197	405.4	232
EOG09360EMK	Missing
EOG09360EP0	Fragmented	SEQ_607515	31792	39960	366.5	277
EOG09360EPY	Complete	SEQ_596726	27253	29028	474.9	295
EOG09360ES7	Complete	SEQ_607113	976	5138	361.2	273
EOG09360ESZ	Duplicated	SEQ_605991	3006	6530	634.2	368
EOG09360ESZ	Duplicated	SEQ_621588	21472	27157	629.8	368
EOG09360ETX	Complete	SEQ_598090	52050	57271	558.0	304
EOG09360EUJ	Complete	SEQ_579462	886	5871	562.1	276
EOG09360EUK	Complete	SEQ_616895	7736	14135	638.3	354
EOG09360EUN	Complete	SEQ_620784	3000	5571	454.3	328
EOG09360EV2	Complete	SEQ_622473	41448	44294	670.7	380
EOG09360EW1	Complete	SEQ_608101	18406	20841	323.2	247
EOG09360EWV	Complete	SEQ_614443	17461	20901	637.8	364
EOG09360EX7	Complete	SEQ_618874	161536	166590	642.9	313
EOG09360EYE	Complete	SEQ_604705	256	3647	480.7	263
EOG09360EYO	Complete	SEQ_606599	4286	6700	567.4	274
EOG09360F0Y	Complete	SEQ_619904	16654	19876	577.5	273
EOG09360F1B	Complete	SEQ_612380	13730	18170	587.4	329
EOG09360F1R	Complete	SEQ_609413	59596	65640	343.5	249
EOG09360F40	Duplicated	SEQ_594889	6364	9191	534.7	274
EOG09360F40	Duplicated	SEQ_620765	56575	59607	516.4	274
EOG09360F4O	Complete	SEQ_616149	24091	28452	435.0	297
EOG09360F53	Complete	SEQ_607097	1219	4002	612.6	355
EOG09360F56	Complete	SEQ_621727	60128	72375	402.9	232
EOG09360F69	Complete	SEQ_618904	20860	23758	393.9	260
EOG09360F6U	Duplicated	SEQ_593122	7258	10441	644.0	332
EOG09360F6U	Duplicated	SEQ_611455	29148	32681	587.1	332
EOG09360F71	Complete	SEQ_609267	93638	99450	437.8	240
EOG09360F83	Complete	SEQ_621559	20812	27506	327.3	256
EOG09360F8D	Complete	SEQ_566654	475	1847	395.4	302
EOG09360F8I	Complete	SEQ_589473	25021	28412	418.6	289
EOG09360F8Q	Complete	SEQ_615499	13232	15831	603.5	338
EOG09360FB1	Complete	SEQ_606227	36737	39817	544.9	344
EOG09360FB7	Complete	SEQ_618299	47832	60140	562.3	312
EOG09360FBI	Complete	SEQ_597902	43208	49992	478.1	290
EOG09360FCX	Complete	SEQ_614242	18407	21567	621.9	287
EOG09360FDV	Complete	SEQ_607495	23795	28375	462.4	295
EOG09360FE1	Complete	SEQ_620336	37132	39517	490.3	260
EOG09360FIH	Duplicated	SEQ_607893	23002	26878	719.5	349
EOG09360FIH	Duplicated	SEQ_622153	25425	29012	718.3	349
EOG09360FIO	Complete	SEQ_589124	13224	18413	685.9	316
EOG09360FJP	Duplicated	SEQ_578985	23752	25546	418.8	412
EOG09360FJP	Duplicated	SEQ_591660	1	12793	412.9	412
EOG09360FJP	Duplicated	SEQ_613857	6675	9411	441.7	322
EOG09360FJQ	Duplicated	SEQ_593032	12417	14321	623.3	296
EOG09360FJQ	Duplicated	SEQ_621564	8531	11171	624.8	294
EOG09360FJY	Complete	SEQ_584447	1146	13337	516.5	274
EOG09360FKR	Complete	SEQ_611955	10046	11773	508.3	296
EOG09360FLC	Complete	SEQ_552994	2437	7001	523.4	280
EOG09360FM4	Duplicated	SEQ_608565	62592	65246	470.7	367
EOG09360FM4	Duplicated	SEQ_609615	1	2671	467.4	364
EOG09360FML	Complete	SEQ_615950	35871	37826	513.3	259
EOG09360FN1	Complete	SEQ_616126	14661	16885	541.4	278
EOG09360FOF	Complete	SEQ_619202	51946	58008	244.5	301
EOG09360FQU	Duplicated	SEQ_603188	466	2382	552.7	340
EOG09360FQU	Duplicated	SEQ_620670	33263	40937	531.4	340
EOG09360FR1	Complete	SEQ_619775	3249	7091	363.7	206
EOG09360FRJ	Complete	SEQ_610508	1	3031	444.5	229
EOG09360FU3	Complete	SEQ_592869	51018	52830	438.0	278
EOG09360FUF	Duplicated	SEQ_615303	45885	49444	451.4	305
EOG09360FUF	Duplicated	SEQ_619376	26916	30953	475.1	315
EOG09360FUV	Complete	SEQ_615771	7116	9343	455.4	257
EOG09360FVA	Complete	SEQ_607844	5756	13053	573.1	293
EOG09360FVB	Duplicated	SEQ_607864	8442	11401	474.7	299
EOG09360FVB	Duplicated	SEQ_608188	35891	43522	472.3	299
EOG09360FVD	Duplicated	SEQ_605591	1	2374	345.3	216
EOG09360FVD	Duplicated	SEQ_605592	1	2374	345.3	216
EOG09360FVP	Complete	SEQ_580690	11686	12805	487.8	272
EOG09360FWB	Complete	SEQ_617085	6346	9753	430.2	278
EOG09360FWE	Missing
EOG09360G0D	Fragmented	SEQ_591299	36856	41962	557.2	264
EOG09360G0I	Missing
EOG09360G0X	Complete	SEQ_593075	8347	12191	232.7	248
EOG09360G1W	Complete	SEQ_618437	5826	8551	503.8	263
EOG09360G2E	Complete	SEQ_609160	33955	37760	375.7	262
EOG09360G30	Missing
EOG09360G3S	Complete	SEQ_579335	1923	6081	500.0	298
EOG09360G42	Fragmented	SEQ_613276	4622	5795	244.5	117
EOG09360G43	Complete	SEQ_580534	1846	6323	416.3	240
EOG09360G4Y	Complete	SEQ_620560	1	5061	509.3	290
EOG09360G5B	Complete	SEQ_590460	2839	6481	521.1	279
EOG09360G5I	Complete	SEQ_607834	27841	30096	383.8	263
EOG09360G65	Complete	SEQ_573797	2658	4276	645.7	367
EOG09360G6G	Complete	SEQ_616581	30248	34431	497.6	281
EOG09360G7Q	Complete	SEQ_622020	64654	69125	403.8	240
EOG09360G91	Complete	SEQ_599921	92	5772	587.1	716
EOG09360G99	Fragmented	SEQ_589018	28223	32197	421.1	212
EOG09360GA9	Complete	SEQ_616249	1676	3989	390.8	258
EOG09360GB9	Complete	SEQ_595309	9217	11621	330.0	283
EOG09360GBZ	Complete	SEQ_607185	132806	138760	424.5	260
EOG09360GC2	Complete	SEQ_615162	2986	7079	495.3	272
EOG09360GC7	Missing
EOG09360GCH	Missing
EOG09360GEM	Complete	SEQ_614787	45385	49020	493.3	265
EOG09360GF5	Complete	SEQ_580211	1384	4029	436.5	287
EOG09360GFD	Complete	SEQ_620040	131142	133402	465.8	274
EOG09360GFV	Complete	SEQ_616788	616	2291	482.4	283
EOG09360GHT	Complete	SEQ_614351	77779	79697	384.7	202
EOG09360GK5	Complete	SEQ_590064	3876	8916	519.2	275
EOG09360GKN	Complete	SEQ_619373	6578	7841	296.4	261
EOG09360GKU	Complete	SEQ_582269	1316	5793	326.0	227
EOG09360GMF	Complete	SEQ_615383	84163	87267	520.0	295
EOG09360GMQ	Complete	SEQ_622726	46354	49453	439.2	254
EOG09360GMU	Complete	SEQ_612059	69290	80027	368.2	195
EOG09360GN9	Complete	SEQ_608686	196	6391	470.6	247
EOG09360GOA	Complete	SEQ_606255	15066	19321	485.9	293
EOG09360GOP	Complete	SEQ_613684	25213	29760	536.6	346
EOG09360GQJ	Complete	SEQ_622690	109426	111911	387.2	300
EOG09360GQN	Complete	SEQ_616899	18980	31904	524.4	286
EOG09360GQQ	Complete	SEQ_620804	71205	73081	388.2	264
EOG09360GRH	Missing
EOG09360GS5	Complete	SEQ_594240	1776	5518	532.0	258
EOG09360GTG	Missing
EOG09360GU0	Complete	SEQ_609087	15783	18920	468.2	252
EOG09360GU6	Duplicated	SEQ_600015	42685	45709	371.0	243
EOG09360GU6	Duplicated	SEQ_620461	26428	32707	417.0	246
EOG09360GUO	Complete	SEQ_613911	12	2915	381.3	284
EOG09360GUZ	Complete	SEQ_619851	327	2371	420.6	262
EOG09360GVP	Complete	SEQ_609144	7786	13576	443.9	235
EOG09360GVY	Complete	SEQ_588077	1241	2274	313.9	177
EOG09360GWA	Complete	SEQ_618469	52045	53770	516.1	278
EOG09360GXC	Duplicated	SEQ_594737	206	7289	345.2	273
EOG09360GXC	Duplicated	SEQ_620578	11393	17291	363.0	248
EOG09360GXD	Complete	SEQ_618198	2906	9274	576.9	290
EOG09360GXJ	Complete	SEQ_614463	17939	20476	413.6	275
EOG09360GXL	Duplicated	SEQ_600209	12679	14821	517.6	297
EOG09360GXL	Duplicated	SEQ_609431	41851	44525	509.7	297
EOG09360GXV	Complete	SEQ_621895	37795	42532	530.2	288
EOG09360GYO	Duplicated	SEQ_613075	58601	61605	540.5	255
EOG09360GYO	Duplicated	SEQ_614453	36987	40455	528.0	255
EOG09360GZ2	Complete	SEQ_591687	5743	7841	584.1	297
EOG09360GZA	Complete	SEQ_619904	104150	108577	340.3	194
EOG09360GZB	Complete	SEQ_608181	48218	53302	540.0	286
EOG09360GZJ	Complete	SEQ_597846	5326	8217	561.8	322
EOG09360H0G	Fragmented	SEQ_618999	16157	19553	215.5	224
EOG09360H49	Duplicated	SEQ_586595	1746	4496	410.3	213
EOG09360H49	Duplicated	SEQ_618704	2526	4171	402.6	213
EOG09360H4K	Complete	SEQ_610930	1	3321	361.2	209
EOG09360H4M	Complete	SEQ_617972	55364	60885	336.4	190
EOG09360H4R	Complete	SEQ_590177	11840	15211	513.9	246
EOG09360H66	Complete	SEQ_607086	27198	31591	349.8	221
EOG09360H7R	Complete	SEQ_620455	11756	21086	463.8	241
EOG09360H7T	Complete	SEQ_598356	6076	11651	439.1	233
EOG09360H9R	Complete	SEQ_608545	1346	7727	382.1	244
EOG09360HAG	Complete	SEQ_587714	2557	11241	483.4	268
EOG09360HAP	Complete	SEQ_606113	23814	26609	503.3	265
EOG09360HBC	Duplicated	SEQ_581288	6826	9581	303.2	288
EOG09360HBC	Duplicated	SEQ_587568	30635	32616	318.7	281
EOG09360HC5	Complete	SEQ_581151	69382	71908	344.5	256
EOG09360HCK	Complete	SEQ_617734	8689	14851	534.3	271
EOG09360HD9	Complete	SEQ_614987	20964	24314	424.7	217
EOG09360HE3	Complete	SEQ_604454	37776	39870	385.3	198
EOG09360HGB	Complete	SEQ_606079	4696	8245	465.4	276
EOG09360HGJ	Complete	SEQ_619426	21993	26905	551.8	284
EOG09360HGT	Fragmented	SEQ_575110	1001	1687	371.4	204
EOG09360HGV	Complete	SEQ_620502	5376	9108	439.6	313
EOG09360HI2	Complete	SEQ_622896	109767	112365	215.4	283
EOG09360HIJ	Duplicated	SEQ_571339	1329	4681	445.9	289
EOG09360HIJ	Duplicated	SEQ_586099	2118	5361	498.0	273
EOG09360HK0	Complete	SEQ_568218	146	2538	586.5	318
EOG09360HKF	Complete	SEQ_613837	7011	17148	512.7	289
EOG09360HKW	Complete	SEQ_619337	276	3114	399.3	264
EOG09360HLN	Complete	SEQ_594759	23362	30381	439.6	245
EOG09360HMJ	Complete	SEQ_617085	19345	24075	436.4	248
EOG09360HN7	Complete	SEQ_620378	40907	45091	411.9	233
EOG09360HO3	Complete	SEQ_603196	9730	13581	452.6	247
EOG09360HOF	Complete	SEQ_622301	14766	17556	469.5	273
EOG09360HOV	Complete	SEQ_610572	26885	29535	434.6	245
EOG09360HPN	Complete	SEQ_606580	18094	20776	466.9	245
EOG09360HPQ	Missing
EOG09360HQF	Complete	SEQ_602603	98610	103474	458.1	242
EOG09360HQO	Complete	SEQ_609348	18041	24533	595.8	504
EOG09360HQQ	Complete	SEQ_613897	19864	23781	277.5	187
EOG09360HR1	Complete	SEQ_619677	33411	37272	504.7	263
EOG09360HR3	Complete	SEQ_607171	32876	35839	606.1	365
EOG09360HRI	Complete	SEQ_595103	868	2711	566.5	275
EOG09360HSL	Complete	SEQ_616758	9095	10381	517.3	281
EOG09360HTY	Complete	SEQ_615728	16192	20543	245.3	152
EOG09360HUX	Missing
EOG09360HX1	Complete	SEQ_594620	1	1722	141.3	262
EOG09360HY3	Fragmented	SEQ_621144	32513	34651	356.4	204
EOG09360HZF	Complete	SEQ_616581	175695	178421	450.5	242
EOG09360I07	Complete	SEQ_611832	11413	13623	461.7	247
EOG09360I0L	Complete	SEQ_578478	2564	5503	497.9	359
EOG09360I0P	Complete	SEQ_580985	6756	10425	459.4	269
EOG09360I13	Complete	SEQ_621246	4266	11037	393.2	249
EOG09360I30	Complete	SEQ_618085	137557	144619	450.4	225
EOG09360I49	Complete	SEQ_615383	21911	24422	362.7	198
EOG09360I4I	Duplicated	SEQ_583602	5004	8041	325.2	225
EOG09360I4I	Duplicated	SEQ_621200	5571	7981	324.2	208
EOG09360I4M	Complete	SEQ_603629	7536	9955	293.6	239
EOG09360I5A	Missing
EOG09360I5J	Complete	SEQ_622063	19494	22214	426.7	249
EOG09360I5U	Complete	SEQ_622888	156205	159721	486.2	221
EOG09360I5Z	Complete	SEQ_614317	3581	6671	531.9	295
EOG09360I8Y	Missing
EOG09360IAQ	Complete	SEQ_621814	4791	6111	518.5	259
EOG09360IBH	Complete	SEQ_607422	114963	117467	399.7	213
EOG09360IBU	Complete	SEQ_599011	5896	9120	482.2	246
EOG09360IC1	Complete	SEQ_606733	69637	72795	510.9	362
EOG09360ICO	Complete	SEQ_579161	5163	18381	466.4	242
EOG09360ID9	Duplicated	SEQ_606520	6042	7241	332.0	202
EOG09360ID9	Duplicated	SEQ_613372	55257	56696	298.7	202
EOG09360IE8	Complete	SEQ_610130	16240	19059	388.5	210
EOG09360IEH	Complete	SEQ_611487	4331	13081	258.5	200
EOG09360IEI	Duplicated	SEQ_607284	1674	7784	444.9	258
EOG09360IEI	Duplicated	SEQ_621061	22569	28387	382.9	278
EOG09360IFT	Complete	SEQ_608675	12949	17123	192.3	185
EOG09360IGG	Complete	SEQ_613503	4668	9701	374.1	229
EOG09360IGN	Complete	SEQ_587513	22331	29505	329.6	192
EOG09360IHY	Duplicated	SEQ_589256	2246	4517	500.2	293
EOG09360IHY	Duplicated	SEQ_622298	47976	56495	563.8	310
EOG09360IIY	Complete	SEQ_586196	2633	4171	479.8	294
EOG09360IJG	Complete	SEQ_603351	25137	30356	406.3	314
EOG09360IKP	Complete	SEQ_584453	7361	9561	458.8	281
EOG09360ILO	Complete	SEQ_589536	17344	19763	423.8	212
EOG09360IML	Complete	SEQ_607349	41057	45213	326.6	236
EOG09360ING	Duplicated	SEQ_613743	2636	10144	639.3	343
EOG09360ING	Duplicated	SEQ_619677	14239	18871	634.1	343
EOG09360INV	Complete	SEQ_614834	14501	18941	337.2	194
EOG09360IP2	Complete	SEQ_593705	21546	23515	352.2	215
EOG09360IPD	Duplicated	SEQ_590040	36619	39721	511.7	297
EOG09360IPD	Duplicated	SEQ_617744	61245	63999	465.6	274
EOG09360IPS	Complete	SEQ_620318	84045	88107	352.6	282
EOG09360IPZ	Duplicated	SEQ_606529	13274	16591	423.9	281
EOG09360IPZ	Duplicated	SEQ_614711	24179	27518	386.7	302
EOG09360IQC	Complete	SEQ_605764	4316	6360	447.2	233
EOG09360IQI	Missing
EOG09360IQM	Complete	SEQ_621302	112402	115118	420.0	234
EOG09360IRW	Complete	SEQ_615833	4127	7911	913.2	448
EOG09360IS4	Complete	SEQ_608602	16851	28048	379.7	214
EOG09360ISB	Complete	SEQ_586231	1556	4341	411.4	215
EOG09360ISN	Complete	SEQ_581612	19230	22391	257.8	173
EOG09360IT9	Complete	SEQ_616280	25967	30986	354.9	214
EOG09360ITN	Complete	SEQ_616332	5066	7780	454.8	267
EOG09360IUA	Complete	SEQ_617517	3396	9360	427.8	221
EOG09360IUB	Fragmented	SEQ_605131	235	2021	188.8	99
EOG09360IV8	Complete	SEQ_596714	17266	20755	402.7	209
EOG09360IW8	Complete	SEQ_617420	61091	66337	342.8	310
EOG09360IWC	Complete	SEQ_620570	5816	7460	363.8	196
EOG09360IZ9	Complete	SEQ_615829	39829	41788	394.1	210
EOG09360IZH	Complete	SEQ_619079	44089	48100	461.7	253
EOG09360J00	Duplicated	SEQ_610989	7636	11700	499.1	266
EOG09360J00	Duplicated	SEQ_622871	45170	49293	497.3	265
EOG09360J0A	Complete	SEQ_622771	50613	54176	438.8	235
EOG09360J11	Duplicated	SEQ_610223	3569	6301	385.1	244
EOG09360J11	Duplicated	SEQ_620765	41346	44211	398.0	243
EOG09360J1D	Complete	SEQ_615126	14442	17549	405.1	192
EOG09360J1Z	Complete	SEQ_621664	103539	107358	435.4	238
EOG09360J2V	Missing
EOG09360J39	Fragmented	SEQ_619902	344	6411	267.0	200
EOG09360J3N	Complete	SEQ_593442	6726	19010	309.9	189
EOG09360J46	Duplicated	SEQ_606416	16037	18323	520.0	268
EOG09360J46	Duplicated	SEQ_612283	8196	11448	576.8	320
EOG09360J5A	Complete	SEQ_583503	2643	4901	334.9	185
EOG09360J5K	Duplicated	SEQ_589532	956	3417	437.0	240
EOG09360J5K	Duplicated	SEQ_592217	39018	41991	409.8	240
EOG09360J5K	Duplicated	SEQ_602255	1706	4164	437.0	240
EOG09360J79	Complete	SEQ_616988	10495	12451	319.5	211
EOG09360J7A	Complete	SEQ_608053	14360	17758	570.3	291
EOG09360J7M	Fragmented	SEQ_609433	30438	32863	246.7	207
EOG09360J7T	Complete	SEQ_589436	16339	18730	321.3	186
EOG09360J9G	Complete	SEQ_615135	85999	92556	255.4	331
EOG09360JAG	Complete	SEQ_617481	18234	21234	422.7	216
EOG09360JE0	Complete	SEQ_619392	34002	35981	381.9	213
EOG09360JFE	Complete	SEQ_617270	48999	51703	500.9	249
EOG09360JFI	Complete	SEQ_606240	31589	34015	355.2	216
EOG09360JFS	Complete	SEQ_607612	326	4263	434.8	312
EOG09360JGG	Duplicated	SEQ_592173	1746	4450	471.0	240
EOG09360JGG	Duplicated	SEQ_609552	606	2113	475.0	240
EOG09360JHI	Complete	SEQ_615251	20348	36494	472.3	241
EOG09360JI8	Duplicated	SEQ_601246	1	2347	513.2	248
EOG09360JI8	Duplicated	SEQ_602896	49424	52323	496.9	290
EOG09360JI8	Duplicated	SEQ_605950	2224	4571	489.5	250
EOG09360JIY	Complete	SEQ_593459	5847	10151	493.3	277
EOG09360JL5	Complete	SEQ_621935	188718	192120	411.7	340
EOG09360JLO	Complete	SEQ_609149	6936	12389	202.2	188
EOG09360JLQ	Complete	SEQ_612020	276	2701	531.7	307
EOG09360JMJ	Complete	SEQ_581532	19861	23192	401.8	257
EOG09360JO0	Complete	SEQ_622939	19873	24619	522.4	353
EOG09360JO1	Complete	SEQ_616322	6046	13327	385.8	320
EOG09360JOE	Complete	SEQ_609755	55779	58072	392.9	233
EOG09360JRA	Complete	SEQ_609324	11016	13979	400.8	203
EOG09360JSH	Complete	SEQ_619073	19217	23311	724.2	369
EOG09360JU9	Complete	SEQ_611330	1	2834	427.8	219
EOG09360JUS	Complete	SEQ_613254	52275	56102	332.0	206
EOG09360JVS	Complete	SEQ_585186	1696	3903	383.5	188
EOG09360JVX	Complete	SEQ_593851	3216	12375	328.1	188
EOG09360JWQ	Complete	SEQ_621727	56293	60307	396.6	197
EOG09360JWS	Complete	SEQ_579764	2416	6407	414.4	236
EOG09360JWT	Duplicated	SEQ_598504	21006	26415	325.8	194
EOG09360JWT	Duplicated	SEQ_616121	114778	117348	319.6	194
EOG09360JWZ	Complete	SEQ_614842	4192	8611	378.3	189
EOG09360JXC	Complete	SEQ_619989	46799	47506	394.8	210
EOG09360K0E	Complete	SEQ_611780	35190	39199	482.3	298
EOG09360K1H	Complete	SEQ_591290	22885	24164	265.6	160
EOG09360K1I	Complete	SEQ_584203	1866	5949	408.0	276
EOG09360K2H	Missing
EOG09360K2J	Complete	SEQ_607387	1921	6611	346.3	209
EOG09360K2Q	Complete	SEQ_612564	112182	116264	513.5	309
EOG09360K2V	Complete	SEQ_621081	33241	34906	626.1	323
EOG09360K47	Complete	SEQ_584279	1872	3476	497.8	271
EOG09360K4S	Complete	SEQ_622058	32914	36000	441.8	229
EOG09360K5X	Duplicated	SEQ_616910	11270	15271	484.1	216
EOG09360K5X	Duplicated	SEQ_620460	2207	7271	486.2	216
EOG09360K5Y	Complete	SEQ_620825	3166	5118	474.4	265
EOG09360K6Z	Complete	SEQ_621720	6665	9511	397.0	196
EOG09360K7R	Complete	SEQ_580829	835	8121	359.2	208
EOG09360K87	Complete	SEQ_614974	19451	23325	422.1	240
EOG09360K8B	Complete	SEQ_618277	6706	11582	399.9	207
EOG09360K8L	Duplicated	SEQ_581927	4859	8181	366.8	175
EOG09360K8L	Duplicated	SEQ_610957	6221	8551	359.4	175
EOG09360K9G	Complete	SEQ_612912	24426	32692	180.8	252
